Time,Input,2,Output
second,Volt,Volt,Volt
-4.09E-08,4.21E+00,8.30E-02,-1.56E-01
-3.97E-08,4.21E+00,2.05E-02,-1.56E-01
-3.84E-08,4.21E+00,8.30E-02,1.56E-01
-3.72E-08,4.21E+00,2.05E-02,0.00E+00
-3.60E-08,4.15E+00,8.30E-02,0.00E+00
-3.47E-08,4.15E+00,8.30E-02,1.56E-01
-3.35E-08,4.02E+00,8.30E-02,-1.56E-01
-3.22E-08,4.09E+00,-4.20E-02,-1.56E-01
-3.10E-08,4.02E+00,2.05E-02,-1.56E-01
-2.98E-08,4.02E+00,2.05E-02,-1.56E-01
-2.85E-08,4.02E+00,2.05E-02,-1.56E-01
-2.73E-08,4.02E+00,8.30E-02,0.00E+00
-2.60E-08,3.96E+00,8.30E-02,0.00E+00
-2.48E-08,3.96E+00,2.05E-02,0.00E+00
-2.36E-08,3.90E+00,8.30E-02,0.00E+00
-2.23E-08,3.90E+00,2.05E-02,1.56E-01
-2.11E-08,3.90E+00,1.46E-01,0.00E+00
-1.98E-08,3.84E+00,8.30E-02,-1.56E-01
-1.86E-08,3.84E+00,2.05E-02,-1.56E-01
-1.74E-08,3.84E+00,8.30E-02,-1.56E-01
-1.61E-08,3.90E+00,8.30E-02,-1.56E-01
-1.49E-08,3.77E+00,1.46E-01,0.00E+00
-1.36E-08,3.84E+00,8.30E-02,-1.56E-01
-1.24E-08,3.84E+00,2.05E-02,0.00E+00
-1.12E-08,3.84E+00,1.46E-01,0.00E+00
-9.92E-09,3.77E+00,2.71E-01,0.00E+00
-8.68E-09,3.77E+00,3.96E-01,-1.56E-01
-7.44E-09,3.71E+00,6.46E-01,0.00E+00
-6.20E-09,3.77E+00,8.96E-01,1.56E-01
-4.96E-09,3.77E+00,1.40E+00,0.00E+00
-3.72E-09,3.71E+00,1.71E+00,0.00E+00
-2.48E-09,3.71E+00,2.15E+00,1.56E-01
-1.24E-09,3.71E+00,2.33E+00,1.56E-01
0.00E+00,3.71E+00,2.52E+00,1.56E-01
1.24E-09,3.77E+00,2.77E+00,1.56E-01
2.48E-09,3.71E+00,2.77E+00,1.56E-01
3.72E-09,3.84E+00,2.77E+00,3.13E-01
4.96E-09,3.84E+00,2.71E+00,3.13E-01
6.20E-09,3.90E+00,2.71E+00,1.56E-01
7.44E-09,3.90E+00,2.65E+00,1.56E-01
8.68E-09,3.96E+00,2.71E+00,1.56E-01
9.92E-09,3.90E+00,2.77E+00,1.56E-01
1.12E-08,4.02E+00,2.77E+00,0.00E+00
1.24E-08,4.02E+00,2.77E+00,1.56E-01
1.36E-08,4.02E+00,2.71E+00,0.00E+00
1.49E-08,4.09E+00,2.71E+00,-1.56E-01
1.61E-08,4.09E+00,2.71E+00,-1.56E-01
1.74E-08,4.09E+00,2.77E+00,-1.56E-01
1.86E-08,4.15E+00,2.77E+00,-1.56E-01
1.98E-08,4.09E+00,2.83E+00,-3.13E-01
2.11E-08,3.90E+00,2.96E+00,-6.25E-01
2.23E-08,3.96E+00,2.96E+00,-6.25E-01
2.36E-08,3.77E+00,3.02E+00,-6.25E-01
2.48E-08,3.65E+00,3.08E+00,-7.81E-01
2.60E-08,3.52E+00,3.21E+00,-7.81E-01
2.73E-08,3.40E+00,3.40E+00,-7.81E-01
2.85E-08,3.15E+00,3.46E+00,-7.81E-01
2.98E-08,2.96E+00,3.52E+00,-7.81E-01
3.10E-08,2.77E+00,3.52E+00,-7.81E-01
3.22E-08,2.46E+00,3.65E+00,-7.81E-01
3.35E-08,2.34E+00,3.71E+00,-6.25E-01
3.47E-08,2.02E+00,3.83E+00,-7.81E-01
3.60E-08,1.84E+00,3.83E+00,-6.25E-01
3.72E-08,1.52E+00,3.83E+00,-7.81E-01
3.84E-08,1.34E+00,3.90E+00,-6.25E-01
3.97E-08,1.02E+00,4.02E+00,-6.25E-01
4.09E-08,7.12E-01,4.02E+00,-6.25E-01
4.22E-08,4.62E-01,4.08E+00,-6.25E-01
4.34E-08,3.37E-01,4.15E+00,-3.13E-01
4.46E-08,-3.80E-02,4.15E+00,-4.69E-01
4.59E-08,-2.26E-01,4.15E+00,-4.69E-01
4.71E-08,-4.76E-01,4.08E+00,-4.69E-01
4.84E-08,-5.38E-01,4.02E+00,-4.69E-01
4.96E-08,-7.26E-01,3.96E+00,-3.13E-01
5.08E-08,-8.51E-01,3.90E+00,-3.13E-01
5.21E-08,-9.76E-01,3.96E+00,-3.13E-01
5.33E-08,-1.04E+00,3.77E+00,-3.13E-01
5.46E-08,-1.10E+00,3.83E+00,-3.13E-01
5.58E-08,-1.10E+00,3.65E+00,-3.13E-01
5.70E-08,-1.16E+00,3.71E+00,-1.56E-01
5.83E-08,-1.16E+00,3.65E+00,-3.13E-01
5.95E-08,-1.10E+00,3.65E+00,-1.56E-01
6.08E-08,-1.10E+00,3.65E+00,-1.56E-01
6.20E-08,-1.10E+00,3.65E+00,-1.56E-01
6.32E-08,-1.04E+00,3.65E+00,-1.56E-01
6.45E-08,-9.76E-01,3.65E+00,-1.56E-01
6.57E-08,-9.76E-01,3.58E+00,0.00E+00
6.70E-08,-8.51E-01,3.58E+00,-1.56E-01
6.82E-08,-9.13E-01,3.58E+00,1.56E-01
6.94E-08,-7.88E-01,3.58E+00,1.56E-01
7.07E-08,-8.51E-01,3.58E+00,1.56E-01
7.19E-08,-7.88E-01,3.58E+00,3.13E-01
7.32E-08,-7.26E-01,3.65E+00,4.69E-01
7.44E-08,-6.01E-01,3.65E+00,6.25E-01
7.56E-08,-6.01E-01,3.71E+00,1.09E+00
7.69E-08,-6.01E-01,3.77E+00,1.25E+00
7.81E-08,-4.76E-01,3.90E+00,1.41E+00
7.94E-08,-5.38E-01,3.96E+00,1.56E+00
8.06E-08,-5.38E-01,4.02E+00,2.19E+00
8.18E-08,-5.38E-01,4.08E+00,2.03E+00
8.31E-08,-5.38E-01,4.15E+00,2.50E+00
8.43E-08,-5.38E-01,4.15E+00,2.66E+00
8.56E-08,-6.01E-01,4.15E+00,2.97E+00
8.68E-08,-6.01E-01,4.27E+00,3.13E+00
8.80E-08,-4.76E-01,4.21E+00,3.44E+00
8.93E-08,-4.76E-01,4.21E+00,3.75E+00
9.05E-08,-5.38E-01,4.15E+00,4.22E+00
9.18E-08,-5.38E-01,4.27E+00,4.22E+00
9.30E-08,-5.38E-01,4.27E+00,4.38E+00
9.42E-08,-5.38E-01,4.21E+00,4.38E+00
9.55E-08,-5.38E-01,4.21E+00,4.53E+00
9.67E-08,-6.01E-01,4.21E+00,4.53E+00
9.80E-08,-5.38E-01,4.21E+00,4.69E+00
9.92E-08,-6.01E-01,4.27E+00,4.84E+00
1.00E-07,-4.76E-01,4.27E+00,4.69E+00
1.02E-07,-4.13E-01,4.21E+00,4.84E+00
1.03E-07,-4.13E-01,4.27E+00,4.69E+00
1.04E-07,-2.26E-01,4.21E+00,4.69E+00
1.05E-07,-1.01E-01,4.33E+00,4.84E+00
1.07E-07,-3.80E-02,4.33E+00,4.69E+00
1.08E-07,8.70E-02,4.27E+00,4.84E+00
1.09E-07,8.70E-02,4.21E+00,4.69E+00
1.10E-07,3.37E-01,4.15E+00,4.69E+00
1.12E-07,3.37E-01,4.15E+00,4.69E+00
1.13E-07,4.62E-01,4.15E+00,4.69E+00
1.14E-07,6.49E-01,4.15E+00,4.53E+00
1.15E-07,7.12E-01,4.21E+00,4.69E+00
1.17E-07,8.37E-01,4.21E+00,4.69E+00
1.18E-07,8.99E-01,4.21E+00,4.53E+00
1.19E-07,1.02E+00,4.15E+00,4.69E+00
1.20E-07,1.02E+00,4.15E+00,4.53E+00
1.22E-07,1.02E+00,4.15E+00,4.69E+00
1.23E-07,1.09E+00,4.15E+00,4.53E+00
1.24E-07,1.09E+00,4.21E+00,4.84E+00
1.25E-07,1.09E+00,4.15E+00,4.84E+00
1.26E-07,1.09E+00,4.08E+00,4.69E+00
1.28E-07,9.62E-01,4.02E+00,4.69E+00
1.29E-07,8.99E-01,4.02E+00,4.84E+00
1.30E-07,8.99E-01,4.02E+00,5.00E+00
1.31E-07,7.74E-01,4.02E+00,5.00E+00
1.33E-07,5.87E-01,4.02E+00,4.84E+00
1.34E-07,3.99E-01,4.02E+00,5.00E+00
1.35E-07,2.74E-01,4.08E+00,5.16E+00
1.36E-07,1.49E-01,4.02E+00,5.00E+00
1.38E-07,8.70E-02,4.08E+00,5.00E+00
1.39E-07,2.45E-02,3.96E+00,5.16E+00
1.40E-07,-1.01E-01,4.08E+00,5.00E+00
1.41E-07,-1.01E-01,4.08E+00,5.16E+00
1.43E-07,-2.88E-01,4.08E+00,5.31E+00
1.44E-07,-3.51E-01,3.96E+00,5.31E+00
1.45E-07,-4.76E-01,4.02E+00,5.31E+00
1.46E-07,-4.76E-01,4.02E+00,5.31E+00
1.48E-07,-6.01E-01,4.02E+00,5.31E+00
1.49E-07,-6.63E-01,4.02E+00,5.31E+00
1.50E-07,-7.26E-01,4.02E+00,5.31E+00
1.51E-07,-7.26E-01,4.08E+00,5.16E+00
1.53E-07,-7.26E-01,3.96E+00,5.31E+00
1.54E-07,-7.26E-01,3.96E+00,5.31E+00
1.55E-07,-7.88E-01,3.90E+00,5.31E+00
1.56E-07,-7.26E-01,4.02E+00,5.31E+00
1.57E-07,-6.63E-01,4.02E+00,5.16E+00
1.59E-07,-6.63E-01,4.02E+00,5.31E+00
1.60E-07,-6.01E-01,3.96E+00,5.16E+00
1.61E-07,-6.01E-01,3.96E+00,5.31E+00
1.62E-07,-6.01E-01,3.96E+00,5.31E+00
1.64E-07,-4.76E-01,3.96E+00,5.31E+00
1.65E-07,-4.76E-01,3.96E+00,5.31E+00
1.66E-07,-4.76E-01,3.90E+00,5.16E+00
1.67E-07,-4.76E-01,3.90E+00,5.16E+00
1.69E-07,-4.13E-01,3.90E+00,5.16E+00
1.70E-07,-3.51E-01,3.96E+00,5.31E+00
1.71E-07,-2.88E-01,3.96E+00,5.31E+00
1.72E-07,-3.51E-01,3.96E+00,5.31E+00
1.74E-07,-2.88E-01,3.96E+00,5.16E+00
1.75E-07,-2.88E-01,3.96E+00,5.16E+00
1.76E-07,-3.51E-01,3.96E+00,5.16E+00
1.77E-07,-2.88E-01,3.96E+00,5.31E+00
1.79E-07,-2.88E-01,4.02E+00,5.31E+00
1.80E-07,-2.88E-01,3.96E+00,5.31E+00
1.81E-07,-3.51E-01,4.02E+00,5.16E+00
1.82E-07,-3.51E-01,4.02E+00,5.16E+00
1.84E-07,-3.51E-01,4.02E+00,5.16E+00
1.85E-07,-4.13E-01,4.02E+00,5.16E+00
1.86E-07,-2.88E-01,4.08E+00,5.16E+00
1.87E-07,-2.26E-01,4.02E+00,5.16E+00
1.88E-07,-2.26E-01,4.08E+00,5.00E+00
1.90E-07,-1.63E-01,4.08E+00,5.00E+00
1.91E-07,-1.63E-01,4.08E+00,5.00E+00
1.92E-07,-1.01E-01,4.15E+00,4.84E+00
1.93E-07,-3.80E-02,4.21E+00,5.16E+00
1.95E-07,2.45E-02,4.15E+00,5.00E+00
1.96E-07,2.45E-02,4.21E+00,5.00E+00
1.97E-07,8.70E-02,4.21E+00,5.00E+00
1.98E-07,1.49E-01,4.15E+00,5.00E+00
2.00E-07,2.12E-01,4.08E+00,4.84E+00
2.01E-07,2.12E-01,4.15E+00,4.84E+00
2.02E-07,3.37E-01,4.21E+00,4.69E+00
2.03E-07,2.74E-01,4.15E+00,4.84E+00
2.05E-07,2.74E-01,4.08E+00,4.69E+00
2.06E-07,2.12E-01,4.08E+00,4.69E+00
2.07E-07,2.74E-01,4.08E+00,4.69E+00
2.08E-07,2.12E-01,3.96E+00,4.53E+00
2.10E-07,2.74E-01,3.96E+00,4.69E+00
2.11E-07,2.74E-01,4.02E+00,4.53E+00
2.12E-07,2.12E-01,4.02E+00,4.69E+00
2.13E-07,2.12E-01,4.02E+00,4.53E+00
2.15E-07,8.70E-02,4.02E+00,4.53E+00
2.16E-07,2.12E-01,3.90E+00,4.38E+00
2.17E-07,8.70E-02,3.96E+00,4.53E+00
2.18E-07,2.45E-02,3.96E+00,4.38E+00
2.19E-07,8.70E-02,4.02E+00,4.22E+00
2.21E-07,-3.80E-02,4.02E+00,4.22E+00
2.22E-07,-1.01E-01,4.02E+00,4.06E+00
2.23E-07,-1.01E-01,4.02E+00,3.91E+00
2.24E-07,-1.63E-01,3.90E+00,3.75E+00
2.26E-07,-1.63E-01,3.90E+00,3.91E+00
2.27E-07,-1.63E-01,3.96E+00,3.75E+00
2.28E-07,-1.63E-01,3.96E+00,3.75E+00
2.29E-07,-1.63E-01,3.96E+00,3.44E+00
2.31E-07,-2.26E-01,3.96E+00,3.44E+00
2.32E-07,-2.26E-01,4.02E+00,3.44E+00
2.33E-07,-2.26E-01,3.96E+00,3.44E+00
2.34E-07,-1.63E-01,4.02E+00,3.28E+00
2.36E-07,-2.26E-01,4.02E+00,3.28E+00
2.37E-07,-2.26E-01,4.08E+00,3.13E+00
2.38E-07,-2.26E-01,4.02E+00,2.97E+00
2.39E-07,-1.63E-01,4.02E+00,3.13E+00
2.41E-07,-2.26E-01,3.96E+00,3.13E+00
2.42E-07,-2.26E-01,4.02E+00,3.13E+00
2.43E-07,-1.63E-01,4.02E+00,2.97E+00
2.44E-07,-2.26E-01,3.96E+00,2.97E+00
2.46E-07,-2.88E-01,4.02E+00,2.81E+00
2.47E-07,-2.88E-01,4.02E+00,2.81E+00
2.48E-07,-2.26E-01,4.02E+00,2.81E+00
2.49E-07,-1.63E-01,3.96E+00,2.81E+00
2.50E-07,-1.63E-01,4.02E+00,2.81E+00
2.52E-07,-1.63E-01,4.02E+00,2.97E+00
2.53E-07,-2.26E-01,3.96E+00,2.81E+00
2.54E-07,-2.26E-01,4.02E+00,2.66E+00
2.55E-07,-2.88E-01,4.08E+00,2.66E+00
2.57E-07,-2.26E-01,4.02E+00,2.81E+00
2.58E-07,-1.63E-01,4.08E+00,2.81E+00
2.59E-07,-1.63E-01,4.08E+00,2.81E+00
2.60E-07,-2.26E-01,4.08E+00,2.66E+00
2.62E-07,-2.26E-01,4.02E+00,2.81E+00
2.63E-07,-2.26E-01,4.02E+00,2.66E+00
2.64E-07,-2.26E-01,3.96E+00,2.66E+00
2.65E-07,-2.26E-01,4.02E+00,2.66E+00
2.67E-07,-1.63E-01,4.02E+00,2.66E+00
2.68E-07,-1.63E-01,4.08E+00,2.66E+00
2.69E-07,-1.63E-01,4.02E+00,2.66E+00
2.70E-07,-1.63E-01,4.08E+00,2.66E+00
2.72E-07,-1.01E-01,3.96E+00,2.81E+00
2.73E-07,-1.63E-01,3.96E+00,2.81E+00
2.74E-07,-1.01E-01,4.02E+00,2.66E+00
2.75E-07,-1.01E-01,4.02E+00,2.81E+00
2.77E-07,-1.01E-01,4.02E+00,2.81E+00
2.78E-07,-1.63E-01,4.08E+00,2.81E+00
2.79E-07,-1.01E-01,4.02E+00,2.81E+00
2.80E-07,-3.80E-02,4.02E+00,2.81E+00
2.81E-07,-3.80E-02,4.08E+00,2.66E+00
2.83E-07,2.45E-02,4.02E+00,2.81E+00
2.84E-07,2.45E-02,4.08E+00,2.97E+00
2.85E-07,8.70E-02,4.08E+00,2.97E+00
2.86E-07,8.70E-02,3.96E+00,2.97E+00
2.88E-07,8.70E-02,4.02E+00,2.81E+00
2.89E-07,8.70E-02,4.02E+00,2.97E+00
2.90E-07,2.12E-01,4.15E+00,2.81E+00
2.91E-07,1.49E-01,4.08E+00,3.13E+00
2.93E-07,2.12E-01,4.08E+00,2.81E+00
2.94E-07,1.49E-01,4.15E+00,2.97E+00
2.95E-07,2.12E-01,4.15E+00,3.13E+00
2.96E-07,1.49E-01,4.08E+00,2.97E+00
2.98E-07,2.74E-01,4.08E+00,2.97E+00
2.99E-07,2.12E-01,4.15E+00,2.97E+00
3.00E-07,2.12E-01,4.15E+00,2.97E+00
3.01E-07,2.12E-01,4.08E+00,2.97E+00
3.03E-07,2.12E-01,4.15E+00,3.13E+00
3.04E-07,3.37E-01,4.02E+00,2.97E+00
3.05E-07,2.12E-01,4.08E+00,2.97E+00
3.06E-07,2.12E-01,4.08E+00,3.13E+00
3.08E-07,2.12E-01,4.02E+00,3.13E+00
3.09E-07,2.12E-01,4.08E+00,3.13E+00
3.10E-07,1.49E-01,4.08E+00,3.28E+00
3.11E-07,2.74E-01,4.15E+00,3.13E+00
3.12E-07,2.74E-01,4.08E+00,3.28E+00
3.14E-07,2.12E-01,4.08E+00,3.28E+00
3.15E-07,2.12E-01,4.08E+00,3.28E+00
3.16E-07,1.49E-01,4.08E+00,3.44E+00
3.17E-07,1.49E-01,4.08E+00,3.44E+00
3.19E-07,8.70E-02,4.08E+00,3.44E+00
3.20E-07,1.49E-01,4.02E+00,3.44E+00
3.21E-07,8.70E-02,4.15E+00,3.59E+00
3.22E-07,2.45E-02,4.15E+00,3.59E+00
3.24E-07,8.70E-02,4.08E+00,3.75E+00
3.25E-07,8.70E-02,4.15E+00,3.75E+00
3.26E-07,2.45E-02,4.08E+00,3.75E+00
3.27E-07,2.45E-02,4.02E+00,3.75E+00
3.29E-07,2.45E-02,4.08E+00,3.91E+00
3.30E-07,2.45E-02,4.02E+00,3.91E+00
3.31E-07,2.45E-02,4.08E+00,3.91E+00
3.32E-07,-3.80E-02,4.02E+00,4.06E+00
3.34E-07,-3.80E-02,4.08E+00,4.06E+00
3.35E-07,-3.80E-02,4.08E+00,4.06E+00
3.36E-07,-3.80E-02,4.02E+00,4.06E+00
3.37E-07,-3.80E-02,4.02E+00,4.22E+00
3.39E-07,-3.80E-02,4.08E+00,4.22E+00
3.40E-07,-3.80E-02,4.08E+00,4.22E+00
3.41E-07,-3.80E-02,4.02E+00,4.38E+00
3.42E-07,-1.01E-01,4.08E+00,4.38E+00
3.43E-07,-1.01E-01,4.02E+00,4.22E+00
3.45E-07,-3.80E-02,4.08E+00,4.38E+00
3.46E-07,-3.80E-02,4.02E+00,4.38E+00
3.47E-07,-3.80E-02,4.02E+00,4.38E+00
3.48E-07,-1.01E-01,4.02E+00,4.53E+00
3.50E-07,-1.01E-01,4.08E+00,4.53E+00
3.51E-07,-1.01E-01,4.08E+00,4.38E+00
3.52E-07,-3.80E-02,4.02E+00,4.53E+00
3.53E-07,-1.01E-01,4.08E+00,4.53E+00
3.55E-07,-1.01E-01,4.08E+00,4.69E+00
3.56E-07,-1.01E-01,4.02E+00,4.53E+00
3.57E-07,-1.63E-01,4.08E+00,4.69E+00
3.58E-07,-1.01E-01,4.08E+00,4.69E+00
3.60E-07,-1.63E-01,3.96E+00,4.69E+00
3.61E-07,-1.63E-01,4.02E+00,4.69E+00
3.62E-07,-1.63E-01,4.08E+00,4.69E+00
3.63E-07,-1.01E-01,4.02E+00,4.69E+00
3.65E-07,-2.26E-01,3.96E+00,4.69E+00
3.66E-07,-2.26E-01,4.02E+00,4.69E+00
3.67E-07,-1.63E-01,4.02E+00,4.69E+00
3.68E-07,-1.63E-01,3.96E+00,4.69E+00
3.70E-07,-1.01E-01,4.02E+00,4.84E+00
3.71E-07,-1.01E-01,4.02E+00,4.69E+00
3.72E-07,-3.80E-02,4.08E+00,4.84E+00
3.73E-07,-3.80E-02,4.02E+00,4.84E+00
3.74E-07,-1.01E-01,4.08E+00,4.69E+00
3.76E-07,-1.01E-01,4.02E+00,4.84E+00
3.77E-07,-1.01E-01,4.08E+00,4.84E+00
3.78E-07,-1.01E-01,4.15E+00,4.69E+00
3.79E-07,2.45E-02,4.08E+00,4.84E+00
3.81E-07,-3.80E-02,4.02E+00,4.84E+00
3.82E-07,-1.01E-01,4.08E+00,4.84E+00
3.83E-07,-3.80E-02,4.02E+00,4.84E+00
3.84E-07,-3.80E-02,4.02E+00,4.84E+00
3.86E-07,-3.80E-02,4.02E+00,4.84E+00
3.87E-07,-3.80E-02,4.08E+00,4.84E+00
3.88E-07,-3.80E-02,4.08E+00,4.84E+00
3.89E-07,-3.80E-02,4.02E+00,4.84E+00
3.91E-07,-1.01E-01,4.08E+00,4.84E+00
3.92E-07,-1.01E-01,4.02E+00,4.69E+00
3.93E-07,-1.01E-01,4.08E+00,4.84E+00
3.94E-07,-3.80E-02,4.02E+00,4.84E+00
3.96E-07,-1.01E-01,4.02E+00,5.00E+00
3.97E-07,-1.63E-01,4.02E+00,4.84E+00
3.98E-07,-1.63E-01,4.08E+00,4.84E+00
3.99E-07,-1.63E-01,4.08E+00,5.00E+00
4.01E-07,-1.01E-01,4.02E+00,4.69E+00
4.02E-07,-1.63E-01,3.96E+00,4.84E+00
4.03E-07,-1.63E-01,4.08E+00,4.69E+00
4.04E-07,-1.63E-01,4.02E+00,4.69E+00
4.05E-07,-1.63E-01,4.02E+00,4.69E+00
4.07E-07,-1.63E-01,4.08E+00,4.84E+00
4.08E-07,-1.63E-01,4.02E+00,4.69E+00
4.09E-07,-1.63E-01,4.08E+00,4.69E+00
4.10E-07,-1.63E-01,4.02E+00,4.69E+00
4.12E-07,-1.01E-01,4.02E+00,4.69E+00
4.13E-07,-2.26E-01,4.08E+00,4.69E+00
4.14E-07,-1.63E-01,4.02E+00,4.53E+00
4.15E-07,-1.63E-01,4.02E+00,4.53E+00
4.17E-07,-1.01E-01,4.02E+00,4.38E+00
4.18E-07,-1.63E-01,4.02E+00,4.53E+00
4.19E-07,-1.01E-01,4.08E+00,4.53E+00
4.20E-07,-1.63E-01,4.02E+00,4.53E+00
4.22E-07,-1.63E-01,4.08E+00,4.38E+00
4.23E-07,-2.26E-01,4.02E+00,4.22E+00
4.24E-07,-1.01E-01,4.02E+00,4.22E+00
4.25E-07,-1.01E-01,4.02E+00,4.38E+00
4.27E-07,-1.01E-01,4.02E+00,4.22E+00
4.28E-07,-1.01E-01,4.02E+00,4.22E+00
4.29E-07,-1.01E-01,4.02E+00,4.22E+00
4.30E-07,-1.01E-01,3.96E+00,4.22E+00
4.32E-07,-1.01E-01,3.96E+00,4.06E+00
4.33E-07,-1.01E-01,3.96E+00,4.06E+00
4.34E-07,-1.01E-01,4.02E+00,4.06E+00
4.35E-07,-1.01E-01,4.08E+00,4.06E+00
4.36E-07,-1.63E-01,4.08E+00,3.91E+00
4.38E-07,-1.63E-01,4.08E+00,4.06E+00
4.39E-07,-1.01E-01,4.08E+00,4.06E+00
4.40E-07,-1.01E-01,3.96E+00,3.91E+00
4.41E-07,-1.63E-01,4.02E+00,3.91E+00
4.43E-07,-1.63E-01,4.02E+00,3.91E+00
4.44E-07,-3.80E-02,4.02E+00,3.91E+00
4.45E-07,-1.01E-01,4.02E+00,3.75E+00
4.46E-07,-1.01E-01,4.02E+00,3.91E+00
4.48E-07,-1.01E-01,3.96E+00,3.91E+00
4.49E-07,-3.80E-02,4.02E+00,3.91E+00
4.50E-07,-1.01E-01,4.02E+00,3.75E+00
4.51E-07,-1.01E-01,4.02E+00,3.91E+00
4.53E-07,-1.01E-01,4.02E+00,3.75E+00
4.54E-07,-1.01E-01,4.02E+00,3.59E+00
4.55E-07,-1.01E-01,4.02E+00,3.75E+00
4.56E-07,-1.01E-01,3.96E+00,3.59E+00
4.58E-07,-1.01E-01,3.96E+00,3.44E+00
4.59E-07,-1.01E-01,3.96E+00,3.59E+00
4.60E-07,-1.01E-01,4.02E+00,3.44E+00
4.61E-07,-1.01E-01,4.02E+00,3.44E+00
4.63E-07,-1.01E-01,4.02E+00,3.44E+00
4.64E-07,2.45E-02,4.02E+00,3.44E+00
4.65E-07,-1.01E-01,4.02E+00,3.59E+00
4.66E-07,-3.80E-02,4.02E+00,3.59E+00
4.67E-07,2.45E-02,4.02E+00,3.75E+00
4.69E-07,-3.80E-02,4.02E+00,3.44E+00
4.70E-07,-1.01E-01,4.02E+00,3.44E+00
4.71E-07,-1.01E-01,4.02E+00,3.44E+00
4.72E-07,-1.01E-01,3.96E+00,3.44E+00
4.74E-07,-3.80E-02,4.02E+00,3.44E+00
4.75E-07,2.45E-02,3.90E+00,3.44E+00
4.76E-07,-1.01E-01,4.02E+00,3.28E+00
4.77E-07,-3.80E-02,3.96E+00,3.28E+00
4.79E-07,2.45E-02,4.02E+00,3.28E+00
4.80E-07,2.45E-02,3.96E+00,3.44E+00
4.81E-07,2.45E-02,4.02E+00,3.28E+00
4.82E-07,-3.80E-02,4.02E+00,3.28E+00
4.84E-07,2.45E-02,3.96E+00,3.28E+00
4.85E-07,2.45E-02,4.02E+00,3.28E+00
4.86E-07,2.45E-02,4.02E+00,3.28E+00
4.87E-07,2.45E-02,4.08E+00,3.28E+00
4.89E-07,-3.80E-02,3.96E+00,3.13E+00
4.90E-07,-3.80E-02,3.96E+00,3.28E+00
4.91E-07,2.45E-02,3.65E+00,3.28E+00
4.92E-07,-3.80E-02,3.52E+00,3.28E+00
4.94E-07,2.45E-02,3.15E+00,3.28E+00
4.95E-07,-3.80E-02,2.83E+00,3.13E+00
4.96E-07,2.45E-02,2.46E+00,3.28E+00
4.97E-07,2.45E-02,2.02E+00,3.13E+00
4.98E-07,-3.80E-02,1.71E+00,3.13E+00
5.00E-07,2.45E-02,1.46E+00,3.13E+00
5.01E-07,-3.80E-02,1.40E+00,3.13E+00
5.02E-07,2.45E-02,1.33E+00,2.81E+00
5.03E-07,-1.01E-01,1.33E+00,2.97E+00
5.05E-07,-1.01E-01,1.40E+00,2.97E+00
5.06E-07,-1.01E-01,1.40E+00,2.97E+00
5.07E-07,-2.26E-01,1.33E+00,2.97E+00
5.08E-07,-2.88E-01,1.40E+00,2.97E+00
5.10E-07,-3.51E-01,1.27E+00,2.97E+00
5.11E-07,-4.13E-01,1.33E+00,2.81E+00
5.12E-07,-4.13E-01,1.27E+00,2.97E+00
5.13E-07,-4.13E-01,1.33E+00,2.97E+00
5.15E-07,-4.76E-01,1.33E+00,2.97E+00
5.16E-07,-4.76E-01,1.40E+00,3.13E+00
5.17E-07,-5.38E-01,1.40E+00,3.13E+00
5.18E-07,-5.38E-01,1.27E+00,3.13E+00
5.20E-07,-6.01E-01,1.21E+00,3.13E+00
5.21E-07,-6.01E-01,1.21E+00,3.13E+00
5.22E-07,-6.01E-01,1.15E+00,3.13E+00
5.23E-07,-6.63E-01,1.08E+00,3.13E+00
5.25E-07,-6.63E-01,9.58E-01,3.13E+00
5.26E-07,-6.63E-01,9.58E-01,3.13E+00
5.27E-07,-6.63E-01,7.71E-01,3.13E+00
5.28E-07,-6.01E-01,7.08E-01,3.28E+00
5.29E-07,-4.76E-01,5.83E-01,3.13E+00
5.31E-07,-4.13E-01,5.21E-01,3.13E+00
5.32E-07,-4.13E-01,3.96E-01,3.13E+00
5.33E-07,-2.88E-01,2.71E-01,3.28E+00
5.34E-07,-2.26E-01,2.08E-01,3.28E+00
5.36E-07,-3.80E-02,8.30E-02,3.28E+00
5.37E-07,2.45E-02,2.05E-02,3.44E+00
5.38E-07,2.12E-01,2.05E-02,3.44E+00
5.39E-07,3.37E-01,2.05E-02,3.28E+00
5.41E-07,5.24E-01,-4.20E-02,3.28E+00
5.42E-07,5.24E-01,-1.04E-01,3.59E+00
5.43E-07,7.12E-01,-1.04E-01,3.28E+00
5.44E-07,8.37E-01,-1.67E-01,3.28E+00
5.46E-07,9.62E-01,-1.04E-01,3.44E+00
5.47E-07,1.09E+00,-2.29E-01,3.59E+00
5.48E-07,1.15E+00,-2.92E-01,3.28E+00
5.49E-07,1.21E+00,-3.54E-01,3.28E+00
5.51E-07,1.21E+00,-2.29E-01,3.28E+00
5.52E-07,1.27E+00,-2.29E-01,3.44E+00
5.53E-07,1.27E+00,-1.04E-01,3.44E+00
5.54E-07,1.34E+00,-1.04E-01,3.44E+00
5.56E-07,1.27E+00,-1.04E-01,3.59E+00
5.57E-07,1.21E+00,2.05E-02,3.44E+00
5.58E-07,1.21E+00,8.30E-02,3.59E+00
5.59E-07,1.15E+00,1.46E-01,3.59E+00
