x-axis,1,2,3
second,Volt,Volt,Volt
-864.280E-09,+275.000095367E-03,+4.083000183105E+00,+5.000000000000E+00
-863.040E-09,+212.500095367E-03,+4.020500183105E+00,+5.000000000000E+00
-861.800E-09,+87.500095367E-03,+4.083000183105E+00,+5.000000000000E+00
-860.560E-09,+25.000095367E-03,+4.083000183105E+00,+5.156250000000E+00
-859.320E-09,-99.999904633E-03,+4.083000183105E+00,+5.156250000000E+00
-858.080E-09,-224.999904633E-03,+4.145500183105E+00,+5.000000000000E+00
-856.840E-09,-349.999904633E-03,+4.020500183105E+00,+5.156250000000E+00
-855.600E-09,-412.499904633E-03,+4.145500183105E+00,+5.156250000000E+00
-854.360E-09,-537.499904633E-03,+4.083000183105E+00,+5.156250000000E+00
-853.120E-09,-599.999904633E-03,+4.083000183105E+00,+5.156250000000E+00
-851.880E-09,-724.999904633E-03,+4.083000183105E+00,+5.156250000000E+00
-850.640E-09,-724.999904633E-03,+4.083000183105E+00,+5.000000000000E+00
-849.400E-09,-787.499904633E-03,+3.958000183105E+00,+5.000000000000E+00
-848.160E-09,-787.499904633E-03,+3.958000183105E+00,+5.000000000000E+00
-846.920E-09,-787.499904633E-03,+4.020500183105E+00,+5.156250000000E+00
-845.680E-09,-787.499904633E-03,+4.083000183105E+00,+5.156250000000E+00
-844.440E-09,-787.499904633E-03,+3.958000183105E+00,+5.000000000000E+00
-843.200E-09,-787.499904633E-03,+3.958000183105E+00,+5.000000000000E+00
-841.960E-09,-787.499904633E-03,+4.020500183105E+00,+4.843750000000E+00
-840.720E-09,-787.499904633E-03,+3.958000183105E+00,+4.843750000000E+00
-839.480E-09,-662.499904633E-03,+3.958000183105E+00,+5.000000000000E+00
-838.240E-09,-662.499904633E-03,+3.958000183105E+00,+5.000000000000E+00
-837.000E-09,-599.999904633E-03,+3.958000183105E+00,+5.000000000000E+00
-835.760E-09,-537.499904633E-03,+3.958000183105E+00,+4.843750000000E+00
-834.520E-09,-474.999904633E-03,+3.895500183105E+00,+4.843750000000E+00
-833.280E-09,-474.999904633E-03,+3.895500183105E+00,+4.843750000000E+00
-832.040E-09,-474.999904632E-03,+3.895500183106E+00,+4.843750000000E+00
-830.800E-09,-349.999904633E-03,+3.958000183105E+00,+5.000000000000E+00
-829.560E-09,-412.499904633E-03,+3.958000183105E+00,+5.000000000000E+00
-828.320E-09,-349.999904633E-03,+3.958000183105E+00,+4.687500000000E+00
-827.080E-09,-349.999904633E-03,+3.958000183105E+00,+4.843750000000E+00
-825.840E-09,-287.499904633E-03,+3.958000183105E+00,+4.843750000000E+00
-824.600E-09,-287.499904633E-03,+3.958000183105E+00,+5.000000000000E+00
-823.360E-09,-224.999904633E-03,+3.958000183105E+00,+4.843750000000E+00
-822.120E-09,-287.499904633E-03,+3.958000183106E+00,+4.843750000000E+00
-820.880E-09,-287.499904633E-03,+4.020500183105E+00,+5.000000000000E+00
-819.640E-09,-287.499904633E-03,+3.958000183106E+00,+4.843750000000E+00
-818.400E-09,-349.999904632E-03,+4.083000183105E+00,+5.000000000000E+00
-817.160E-09,-224.999904633E-03,+4.020500183106E+00,+4.843750000000E+00
-815.920E-09,-287.499904633E-03,+4.083000183105E+00,+5.000000000000E+00
-814.680E-09,-224.999904633E-03,+4.020500183106E+00,+4.843750000000E+00
-813.440E-09,-162.499904633E-03,+4.083000183105E+00,+4.843750000000E+00
-812.200E-09,-162.499904633E-03,+4.020500183106E+00,+4.843750000000E+00
-810.960E-09,-162.499904633E-03,+4.083000183106E+00,+4.843750000000E+00
-809.720E-09,-162.499904633E-03,+4.145500183105E+00,+4.687500000000E+00
-808.480E-09,-162.499904633E-03,+4.083000183106E+00,+4.843750000000E+00
-807.240E-09,-99.999904633E-03,+4.145500183105E+00,+4.843750000000E+00
-806.000E-09,-37.499904633E-03,+4.145500183105E+00,+5.000000000000E+00
-804.760E-09,+25.000095368E-03,+4.083000183106E+00,+4.687500000000E+00
-803.520E-09,+87.500095367E-03,+4.145500183105E+00,+4.843750000000E+00
-802.280E-09,+87.500095368E-03,+4.145500183106E+00,+4.687500000000E+00
-801.040E-09,+150.000095368E-03,+4.208000183105E+00,+4.687500000000E+00
-799.800E-09,+212.500095368E-03,+4.145500183105E+00,+4.843750000000E+00
-798.560E-09,+275.000095367E-03,+4.145500183105E+00,+4.687500000000E+00
-797.320E-09,+212.500095367E-03,+4.145500183105E+00,+4.687500000000E+00
-796.080E-09,+212.500095368E-03,+4.145500183105E+00,+4.687500000000E+00
-794.840E-09,+275.000095367E-03,+4.145500183105E+00,+4.687500000000E+00
-793.600E-09,+275.000095367E-03,+4.083000183105E+00,+4.687500000000E+00
-792.360E-09,+212.500095368E-03,+4.083000183105E+00,+4.531250000000E+00
-791.120E-09,+275.000095367E-03,+4.083000183105E+00,+4.531250000000E+00
-789.880E-09,+212.500095367E-03,+4.083000183105E+00,+4.531250000000E+00
-788.640E-09,+212.500095367E-03,+4.083000183105E+00,+4.531250000000E+00
-787.400E-09,+25.000095368E-03,+4.083000183105E+00,+4.375000000000E+00
-786.160E-09,+87.500095367E-03,+4.020500183105E+00,+4.375000000000E+00
-784.920E-09,+87.500095367E-03,+3.958000183106E+00,+4.218750000000E+00
-783.680E-09,+87.500095367E-03,+4.020500183105E+00,+4.062500000000E+00
-782.440E-09,+25.000095367E-03,+3.895500183106E+00,+4.062500000000E+00
-781.200E-09,+25.000095367E-03,+4.020500183105E+00,+4.062500000000E+00
-779.960E-09,-37.499904633E-03,+3.895500183106E+00,+4.062500000000E+00
-778.720E-09,-37.499904633E-03,+3.958000183105E+00,+3.906250000000E+00
-777.480E-09,-99.999904633E-03,+3.895500183106E+00,+3.906249999999E+00
-776.240E-09,-99.999904633E-03,+3.958000183105E+00,+3.593750000000E+00
-775.000E-09,-99.999904633E-03,+3.958000183105E+00,+3.750000000000E+00
-773.760E-09,-224.999904633E-03,+3.958000183105E+00,+3.593750000000E+00
-772.520E-09,-224.999904633E-03,+3.958000183105E+00,+3.437500000000E+00
-771.280E-09,-224.999904633E-03,+3.958000183105E+00,+3.281250000000E+00
-770.040E-09,-287.499904632E-03,+3.958000183105E+00,+3.437500000000E+00
-768.800E-09,-224.999904633E-03,+3.958000183106E+00,+3.281250000000E+00
-767.560E-09,-224.999904632E-03,+4.020500183105E+00,+3.281250000000E+00
-766.320E-09,-162.499904633E-03,+4.020500183105E+00,+3.281249999999E+00
-765.080E-09,-224.999904632E-03,+4.020500183105E+00,+2.968750000000E+00
-763.840E-09,-162.499904633E-03,+4.020500183105E+00,+2.968750000000E+00
-762.600E-09,-224.999904633E-03,+4.020500183105E+00,+2.968750000000E+00
-761.360E-09,-287.499904633E-03,+4.020500183105E+00,+2.968750000000E+00
-760.120E-09,-287.499904632E-03,+4.020500183105E+00,+2.812500000000E+00
-758.880E-09,-224.999904633E-03,+3.958000183105E+00,+2.968750000000E+00
-757.640E-09,-224.999904633E-03,+3.958000183106E+00,+2.968749999999E+00
-756.400E-09,-224.999904633E-03,+4.020500183105E+00,+2.656250000000E+00
-755.160E-09,-224.999904632E-03,+4.020500183105E+00,+2.656250000000E+00
-753.920E-09,-162.499904633E-03,+4.020500183105E+00,+2.656250000000E+00
-752.680E-09,-162.499904633E-03,+3.958000183106E+00,+2.656250000000E+00
-751.440E-09,-224.999904633E-03,+4.020500183106E+00,+2.812500000000E+00
-750.200E-09,-224.999904632E-03,+4.083000183105E+00,+2.656250000000E+00
-748.960E-09,-162.499904633E-03,+4.020500183105E+00,+2.656250000000E+00
-747.720E-09,-224.999904632E-03,+4.020500183106E+00,+2.656250000000E+00
-746.480E-09,-162.499904633E-03,+4.083000183105E+00,+2.500000000000E+00
-745.240E-09,-162.499904633E-03,+3.958000183106E+00,+2.656250000000E+00
-744.000E-09,-162.499904633E-03,+4.020500183105E+00,+2.656250000000E+00
-742.760E-09,-162.499904633E-03,+4.020500183105E+00,+2.812500000000E+00
-741.520E-09,-162.499904632E-03,+4.020500183106E+00,+2.656250000000E+00
-740.280E-09,-37.499904633E-03,+4.083000183105E+00,+2.656250000000E+00
-739.040E-09,-162.499904632E-03,+4.083000183105E+00,+2.656250000000E+00
-737.800E-09,-99.999904633E-03,+4.020500183105E+00,+2.812500000000E+00
-736.560E-09,-99.999904633E-03,+4.020500183105E+00,+2.812500000000E+00
-735.320E-09,-99.999904633E-03,+4.020500183105E+00,+2.656250000000E+00
-734.080E-09,-99.999904633E-03,+4.020500183105E+00,+2.656250000000E+00
-732.840E-09,-162.499904632E-03,+4.020500183105E+00,+2.656250000000E+00
-731.600E-09,-99.999904633E-03,+4.020500183106E+00,+2.812500000000E+00
-730.360E-09,-99.999904632E-03,+4.083000183105E+00,+2.812500000000E+00
-729.120E-09,-37.499904633E-03,+4.020500183106E+00,+2.812500000000E+00
-727.880E-09,-37.499904632E-03,+4.083000183105E+00,+2.968750000000E+00
-726.640E-09,+25.000095367E-03,+4.020500183105E+00,+2.968750000000E+00
-725.400E-09,+25.000095367E-03,+4.020500183105E+00,+2.812500000000E+00
-724.160E-09,+25.000095368E-03,+4.020500183105E+00,+2.812500000000E+00
-722.920E-09,+87.500095367E-03,+4.020500183106E+00,+2.812500000000E+00
-721.680E-09,+25.000095367E-03,+4.083000183105E+00,+2.812500000000E+00
-720.440E-09,+25.000095367E-03,+4.083000183105E+00,+2.968750000000E+00
-719.200E-09,+25.000095368E-03,+4.083000183105E+00,+2.812500000000E+00
-717.960E-09,+87.500095367E-03,+4.083000183105E+00,+2.812500000000E+00
-716.720E-09,+87.500095367E-03,+4.020500183105E+00,+2.968750000000E+00
-715.480E-09,+87.500095368E-03,+4.020500183106E+00,+2.968750000000E+00
-714.240E-09,+150.000095367E-03,+4.083000183105E+00,+2.812500000000E+00
-713.000E-09,+150.000095368E-03,+4.083000183106E+00,+2.968750000000E+00
-711.760E-09,+212.500095368E-03,+4.145500183105E+00,+2.968750000000E+00
-710.520E-09,+275.000095367E-03,+4.083000183105E+00,+2.968750000000E+00
-709.280E-09,+275.000095367E-03,+4.083000183105E+00,+2.968750000000E+00
-708.040E-09,+275.000095367E-03,+4.083000183105E+00,+2.968750000000E+00
-706.800E-09,+275.000095367E-03,+4.083000183105E+00,+2.968750000000E+00
-705.560E-09,+275.000095367E-03,+4.083000183105E+00,+3.125000000000E+00
-704.320E-09,+275.000095368E-03,+4.083000183106E+00,+2.968750000000E+00
-703.080E-09,+337.500095368E-03,+4.145500183105E+00,+3.125000000000E+00
-701.840E-09,+400.000095367E-03,+4.083000183105E+00,+3.125000000000E+00
-700.600E-09,+337.500095367E-03,+4.083000183105E+00,+3.125000000000E+00
-699.360E-09,+337.500095367E-03,+4.083000183105E+00,+3.125000000000E+00
-698.120E-09,+337.500095367E-03,+4.083000183105E+00,+3.125000000000E+00
-696.880E-09,+337.500095367E-03,+4.083000183105E+00,+3.125000000000E+00
-695.640E-09,+337.500095367E-03,+4.083000183105E+00,+3.125000000001E+00
-694.400E-09,+337.500095367E-03,+4.020500183105E+00,+3.281250000000E+00
-693.160E-09,+337.500095367E-03,+4.020500183105E+00,+3.281250000000E+00
-691.920E-09,+337.500095367E-03,+4.020500183106E+00,+3.281250000000E+00
-690.680E-09,+337.500095367E-03,+4.083000183105E+00,+3.281250000001E+00
-689.440E-09,+337.500095367E-03,+4.020500183106E+00,+3.437500000000E+00
-688.200E-09,+275.000095367E-03,+4.083000183105E+00,+3.437500000001E+00
-686.960E-09,+275.000095367E-03,+4.020500183106E+00,+3.593750000000E+00
-685.720E-09,+212.500095368E-03,+4.083000183105E+00,+3.593750000001E+00
-684.480E-09,+275.000095367E-03,+4.020500183105E+00,+3.749999999999E+00
-683.240E-09,+212.500095367E-03,+4.020500183106E+00,+3.593750000001E+00
-682.000E-09,+150.000095367E-03,+4.083000183105E+00,+3.906250000000E+00
-680.760E-09,+150.000095368E-03,+4.020500183106E+00,+3.906250000000E+00
-679.520E-09,+212.500095367E-03,+4.083000183105E+00,+3.906250000001E+00
-678.280E-09,+25.000095368E-03,+4.083000183105E+00,+4.062500000000E+00
-677.040E-09,+87.500095367E-03,+4.083000183105E+00,+4.062500000000E+00
-675.800E-09,+25.000095367E-03,+4.083000183105E+00,+4.062500000000E+00
-674.560E-09,+25.000095367E-03,+3.958000183106E+00,+4.062500000001E+00
-673.320E-09,+25.000095367E-03,+4.020500183105E+00,+4.375000000000E+00
-672.080E-09,-37.499904633E-03,+3.958000183106E+00,+4.375000000000E+00
-670.840E-09,-37.499904633E-03,+4.020500183105E+00,+4.375000000000E+00
-669.600E-09,-37.499904633E-03,+4.020500183105E+00,+4.375000000000E+00
-668.360E-09,-99.999904633E-03,+4.020500183105E+00,+4.375000000000E+00
-667.120E-09,-99.999904633E-03,+4.020500183105E+00,+4.375000000000E+00
-665.880E-09,-162.499904633E-03,+4.020500183105E+00,+4.375000000001E+00
-664.640E-09,-162.499904633E-03,+4.020500183105E+00,+4.531249999999E+00
-663.400E-09,-162.499904633E-03,+4.020500183105E+00,+4.375000000001E+00
-662.160E-09,-162.499904633E-03,+4.020500183106E+00,+4.531250000000E+00
-660.920E-09,-162.499904633E-03,+4.083000183105E+00,+4.531249999999E+00
-659.680E-09,-224.999904633E-03,+4.020500183106E+00,+4.375000000001E+00
-658.440E-09,-224.999904633E-03,+4.083000183105E+00,+4.531250000000E+00
-657.200E-09,-224.999904632E-03,+3.958000183106E+00,+4.531250000000E+00
-655.960E-09,-99.999904633E-03,+4.020500183105E+00,+4.531250000000E+00
-654.720E-09,-162.499904633E-03,+3.958000183106E+00,+4.531250000001E+00
-653.480E-09,-162.499904633E-03,+4.083000183105E+00,+4.687499999999E+00
-652.240E-09,-162.499904633E-03,+4.020500183105E+00,+4.531250000000E+00
-651.000E-09,-224.999904632E-03,+4.020500183105E+00,+4.531249999999E+00
-649.760E-09,-162.499904633E-03,+4.020500183105E+00,+4.375000000001E+00
-648.520E-09,-162.499904633E-03,+3.958000183106E+00,+4.687500000000E+00
-647.280E-09,-162.499904632E-03,+4.020500183105E+00,+4.687500000000E+00
-646.040E-09,-99.999904633E-03,+4.020500183106E+00,+4.687500000000E+00
-644.800E-09,-99.999904633E-03,+4.083000183105E+00,+4.687499999999E+00
-643.560E-09,-162.499904633E-03,+4.083000183105E+00,+4.531250000000E+00
-642.320E-09,-162.499904633E-03,+4.020500183105E+00,+4.531250000001E+00
-641.080E-09,-162.499904633E-03,+4.020500183106E+00,+4.687500000000E+00
-639.840E-09,-162.499904632E-03,+4.083000183105E+00,+4.687499999999E+00
-638.600E-09,-99.999904633E-03,+4.020500183105E+00,+4.531250000001E+00
-637.360E-09,-99.999904633E-03,+4.020500183105E+00,+4.687500000001E+00
-636.120E-09,-224.999904632E-03,+4.020500183106E+00,+4.843749999999E+00
-634.880E-09,-99.999904633E-03,+4.083000183105E+00,+4.687500000000E+00
-633.640E-09,-162.499904632E-03,+4.083000183105E+00,+4.687500000000E+00
-632.400E-09,-99.999904633E-03,+4.083000183105E+00,+4.687499999999E+00
-631.160E-09,-99.999904633E-03,+4.083000183105E+00,+4.531250000001E+00
-629.920E-09,-162.499904632E-03,+4.020500183106E+00,+4.843749999999E+00
-628.680E-09,-99.999904633E-03,+4.083000183105E+00,+4.687499999999E+00
-627.440E-09,-162.499904633E-03,+4.020500183106E+00,+4.531250000001E+00
-626.200E-09,-162.499904632E-03,+4.083000183105E+00,+4.687500000000E+00
-624.960E-09,-99.999904633E-03,+4.020500183106E+00,+4.687500000001E+00
-623.720E-09,-99.999904633E-03,+4.083000183105E+00,+4.843749999999E+00
-622.480E-09,-99.999904632E-03,+4.020500183106E+00,+4.687500000000E+00
-621.240E-09,-37.499904633E-03,+4.083000183105E+00,+4.687500000000E+00
-620.000E-09,-99.999904633E-03,+4.020500183106E+00,+4.687500000000E+00
-618.760E-09,-99.999904633E-03,+4.083000183105E+00,+4.687500000000E+00
-617.520E-09,-99.999904633E-03,+4.083000183105E+00,+4.687500000001E+00
-616.280E-09,-99.999904633E-03,+4.083000183105E+00,+4.843750000001E+00
-615.040E-09,-99.999904633E-03,+4.020500183106E+00,+4.999999999999E+00
-613.800E-09,-99.999904633E-03,+4.083000183105E+00,+4.843750000000E+00
-612.560E-09,-99.999904633E-03,+4.020500183106E+00,+4.843750000000E+00
-611.320E-09,-224.999904633E-03,+4.083000183105E+00,+4.843750000000E+00
-610.080E-09,-224.999904632E-03,+4.020500183105E+00,+4.843749999999E+00
-608.840E-09,-162.499904632E-03,+4.020500183106E+00,+4.687500000000E+00
-607.600E-09,-99.999904633E-03,+4.083000183105E+00,+4.687500000000E+00
-606.360E-09,-99.999904633E-03,+4.020500183105E+00,+4.687500000000E+00
-605.120E-09,-99.999904633E-03,+4.020500183106E+00,+4.687499999999E+00
-603.880E-09,-162.499904632E-03,+4.083000183105E+00,+4.531250000001E+00
-602.640E-09,-99.999904633E-03,+4.083000183105E+00,+4.687499999999E+00
-601.400E-09,-99.999904633E-03,+3.958000183106E+00,+4.531250000000E+00
-600.160E-09,-162.499904632E-03,+4.020500183105E+00,+4.531250000000E+00
-598.920E-09,-99.999904633E-03,+4.020500183106E+00,+4.531250000001E+00
-597.680E-09,-162.499904633E-03,+4.083000183105E+00,+4.687499999999E+00
-596.440E-09,-162.499904632E-03,+4.020500183106E+00,+4.531250000000E+00
-595.200E-09,-99.999904633E-03,+4.083000183105E+00,+4.531249999999E+00
-593.960E-09,-99.999904633E-03,+4.020500183105E+00,+4.375000000001E+00
-592.720E-09,-99.999904633E-03,+3.958000183105E+00,+4.531249999999E+00
-591.480E-09,-162.499904633E-03,+3.958000183106E+00,+4.375000000000E+00
-590.240E-09,-162.499904632E-03,+4.083000183105E+00,+4.375000000000E+00
-589.000E-09,-99.999904633E-03,+4.020500183105E+00,+4.374999999999E+00
-587.760E-09,-99.999904633E-03,+4.020500183105E+00,+4.218750000000E+00
-586.520E-09,-99.999904633E-03,+4.020500183105E+00,+4.218750000000E+00
-585.280E-09,-99.999904633E-03,+3.958000183105E+00,+4.218749999998E+00
-584.040E-09,-162.499904632E-03,+3.958000183106E+00,+3.906250000002E+00
-582.800E-09,-99.999904633E-03,+4.020500183105E+00,+4.218749999999E+00
-581.560E-09,-99.999904633E-03,+4.020500183105E+00,+4.062500000000E+00
-580.320E-09,-99.999904633E-03,+4.020500183105E+00,+4.062499999999E+00
-579.080E-09,-99.999904632E-03,+4.020500183105E+00,+3.906250000001E+00
-577.840E-09,-37.499904633E-03,+4.020500183105E+00,+4.062500000000E+00
-576.600E-09,-37.499904633E-03,+4.020500183105E+00,+4.062499999999E+00
-575.360E-09,-37.499904633E-03,+3.958000183106E+00,+3.906250000001E+00
-574.120E-09,-162.499904632E-03,+4.020500183105E+00,+4.062499999999E+00
-572.880E-09,-99.999904633E-03,+4.020500183105E+00,+3.906250000000E+00
-571.640E-09,-99.999904633E-03,+4.020500183106E+00,+3.906249999999E+00
-570.400E-09,-99.999904633E-03,+4.083000183105E+00,+3.750000000000E+00
-569.160E-09,-99.999904632E-03,+4.020500183106E+00,+3.750000000001E+00
-567.920E-09,+25.000095367E-03,+4.083000183105E+00,+3.906250000000E+00
-566.680E-09,-37.499904632E-03,+4.083000183105E+00,+3.906250000000E+00
-565.440E-09,+25.000095367E-03,+4.020500183105E+00,+3.906250000000E+00
-564.200E-09,-37.499904633E-03,+3.958000183106E+00,+3.906249999999E+00
-562.960E-09,-37.499904633E-03,+4.020500183105E+00,+3.750000000000E+00
-561.720E-09,-37.499904633E-03,+4.020500183106E+00,+3.750000000000E+00
-560.480E-09,-99.999904632E-03,+4.083000183105E+00,+3.749999999999E+00
